adult,original_title,overview,original_language,revenue,status,release_date,production_companies,vote_count,vote_average
False,Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,en,42792561.0,Released,2003-04-18,"[{'name': 'Intermedia Films', 'id': 763}, {'name': 'Krane Entertainment', 'id': 25358}]",290.0,6.2
False,The Core,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",en,74208267.0,Released,2003-03-28,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'David Foster Productions', 'id': 496}, {'name': 'Horsepower Films', 'id': 2199}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'Core Productions', 'id': 12213}, {'name': 'Munich Film Partners New Century & Company (MFP) Core Productions', 'id': 12214}]",531.0,5.5
False,Head of State,"When a presidential candidate dies unexpectedly in the middle of the campaign, the Democratic party unexpectedly picks a Washington, D.C. alderman, Mays Gilliam (Rock) as his replacement .",en,0.0,Released,2003-01-01,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': '3 Arts Entertainment', 'id': 36390}]",71.0,5.3
False,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",en,0.0,Released,2003-03-27,"[{'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Gerber Pictures', 'id': 975}, {'name': 'Gaylord Films', 'id': 5367}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Sloane Square Films', 'id': 67990}, {'name': 'HSI Tomorrow Film', 'id': 67991}]",377.0,5.8
False,夢,A collection of magical tales based upon the actual dreams of director Akira Kurosawa.,ja,0.0,Released,1990-05-11,"[{'name': 'Warner Bros.', 'id': 6194}]",100.0,7.5
False,La nuit américaine,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",fr,17808.0,Released,1973-05-24,"[{'name': 'Les Films du Carrosse', 'id': 53}, {'name': 'PECF', 'id': 1650}, {'name': 'Produzione Intercontinentale Cinematografica (PIC)', 'id': 10460}]",100.0,8.0
False,In a Lonely Place,"Dixon 'Dix' Steele, a down-on-his-luck screenwriter, needs to adapt a trashy novel. At a nightclub, the hatcheck girl, Mildred Atkinson, is engrossed reading it. Too tired to read the novel, he asks Mildred to go home with him, to explain the plot. Later that night, Mildred is murdered and Steele is a prime suspect. His record of violence when angry goes against him.",en,0.0,Released,1950-05-17,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Santana Pictures Corporation', 'id': 3248}]",103.0,7.5
False,The Good Thief,A compulsive gambler plans the heist of his life - a priceless collection of art from the world-class Casino Riviera in Monte Carlo.,en,0.0,Released,2003-04-03,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Alliance Atlantis Communications', 'id': 803}, {'name': 'Metropolitan Films', 'id': 16419}, {'name': 'TNVO', 'id': 21327}]",32.0,6.0
False,A Man Apart,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",en,44350926.0,Released,2003-04-04,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Newman/Tooley Films', 'id': 16791}, {'name': 'Joseph Nittolo Entertainment', 'id': 21975}, {'name': '""DIA"" Productions GmbH & Co. KG', 'id': 37103}]",261.0,5.8
False,Phone Booth,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",en,97837138.0,Released,2002-09-09,"[{'name': 'Fox 2000 Pictures', 'id': 711}]",1087.0,6.7
False,カウボーイビバップ 天国の扉,"Mars. Days before Halloween 2071. Villains blow up a tanker truck on Highway One, releasing a deadly virus that kills hundreds. Fearing a bigger, even more devastating biochemical attack, an astronomical reward is offered for the arrest and capture of the person behind the destruction. On the space ship ""Bebop,"" Spike Spiegel and his crew of bounty hunters (Jet Black, Faye Valentine, Ed and Ein) are bored and short of cash. But with the news of the reward, everything changes....",ja,0.0,Released,2001-09-01,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Destination Films', 'id': 769}, {'name': 'Sunrise', 'id': 3153}, {'name': 'Emotion', 'id': 7122}, {'name': 'Bones', 'id': 11596}]",174.0,7.3
False,Mies vailla menneisyyttä,"The second part of Aki Kaurismäki's ""Finland"" trilogy, the film follows a man who arrives in Helsinki and gets beaten up so severely he develops amnesia. Unable to remember his name or anything from his past life, he cannot get a job or an apartment, so he starts living on the outskirts of the city and slowly starts putting his life back on track.",fi,0.0,Released,2002-03-01,"[{'name': 'Yleisradio (YLE)', 'id': 5975}]",76.0,7.0
False,Anger Management,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",en,195745823.0,Released,2003-04-11,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Happy Madison Productions', 'id': 2608}]",937.0,5.9
False,Ghosts of the Abyss,"Academy Award® winning director and master storyteller James Cameron journeys back to the site of his greatest inspiration, the legendary wreck of the Titanic. With a team of the world's foremost historic and marine experts and friend Bill Paxton, he embarks on an unscripted adventure back to the final grave where nearly 1,500 souls lost their lives almost a century ago.",en,17040871.0,Released,2003-04-10,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Earthship Productions', 'id': 28995}]",39.0,7.1
False,House of 1000 Corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,en,16829545.0,Released,2003-04-11,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Spectacle Entertainment Group', 'id': 10370}]",310.0,6.0
False,Lilja 4-Ever,"Lilya lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilya hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilya arrives her life quickly enters a downward spiral.",sv,0.0,Released,2002-08-23,"[{'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Memfis Film', 'id': 321}, {'name': 'Film i Väst', 'id': 17513}]",141.0,7.7
False,Bulletproof Monk,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.",en,0.0,Released,2003-03-28,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",285.0,5.2
False,A Mighty Wind,"In ""A Mighty Wind"", director Christopher Guest reunites the team from ""Best In Show"" and ""Waiting for Guffman"" to tell tell the story of 60's-era folk musicians, who inspired by the death of their former manager, get back on the stage for one concert in New York City's Town Hall.",en,18750246.0,Released,2003-04-16,"[{'name': 'Castle Rock Entertainment', 'id': 97}]",75.0,6.6
False,Holes,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",en,0.0,Released,2003-04-18,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Chicago Pacific Entertainment', 'id': 2377}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Phoenix Pictures', 'id': 11317}]",396.0,6.7
False,Malibu's Most Wanted,"Bill Gluckman, a wealthy white Jewish senator is running for the office of Governor. His son ""B-Rad"" dresses, speaks, and acts as if he were a gangster from the inner city. The campaign team members hire two actors, who don't know any more about inner-city life than B-Rad, to act as gang members, kidnap him, and take him to South Central Los Angeles where they hope Brad will be ""scared white"".",en,0.0,Released,2003-04-10,"[{'name': 'Karz Entertainment', 'id': 4194}, {'name': 'Big Ticket Productions', 'id': 4195}, {'name': 'Warner Bros.', 'id': 6194}]",77.0,4.7
False,Le peuple migrateur,"The cameras of Jacques Perrin fly with migratory birds: geese, storks, cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. Chicks must soon fly south. Bad weather, hunters, and pollution take their toll. Then, the cameras go",fr,20217080.0,Released,2001-12-12,"[{'name': 'Bac Films', 'id': 208}, {'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Procirep', 'id': 311}, {'name': 'Galatée Films', 'id': 793}, {'name': 'Eurimages', 'id': 850}, {'name': 'Canal+', 'id': 5358}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Télévision Suisse-Romande (TSR)', 'id': 8453}, {'name': 'Wanda Visión S.A.', 'id': 10046}, {'name': 'Conseil Régional de Franche-Comté', 'id': 11402}, {'name': 'Eyescreen S.r.l.', 'id': 12012}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Les Productions de la Guéville', 'id': 17873}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]",50.0,7.1
False,Blinkende lygter,"Four small gangsters from Copenhagen trick a gangster boss: they take over 4,000,000 kroner which they were supposed to bring him. Trying to escape to Barcelona they are forced to stop in the countryside, in an old, wrecked house, hiding there for several weeks. Slowly, one after another, they realize, that they would like to stay there, start a new life.",da,0.0,Released,2000-11-03,"[{'name': 'M&M Productions', 'id': 1789}]",49.0,7.1
False,Straw Dogs,A young American and his English wife come to rural England and face increasingly vicious local harassment.,en,3251794.0,Released,1971-12-29,"[{'name': 'ABC Pictures', 'id': 634}]",230.0,7.2
False,The Andromeda Strain,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents..",en,12376563.0,Released,1971-03-12,"[{'name': 'Universal Pictures', 'id': 33}]",196.0,7.0
