loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
3600,36 months,15.27,2,RENT,18000,debt_consolidation,FL,3.33,0,74.8,9,0,13,not verified
15000,36 months,18.25,5,RENT,64000,debt_consolidation,NJ,3.13,0,91.9,7,0,6,verified
4950,36 months,11.71,10,MORTGAGE,19200,debt_consolidation,WI,22.63,0,54.3,33,1,13,verified
5875,36 months,12.69,4,RENT,40000,debt_consolidation,OR,23.94,0,98.9,32,0,16,not verified
10000,36 months,6.03,3,RENT,102000,wedding,CT,8.67,0,7,32,0,13,verified
3000,36 months,16.29,,RENT,16080,vacation,CA,7.09,0,78.5,10,0,11,verified
35000,60 months,12.42,10,MORTGAGE,109592,debt_consolidation,NY,13.72,0,34.7,35,1,32,verified
12000,60 months,18.25,7,RENT,64000,other,FL,11.33,0,64.6,20,0,12,not verified
5000,36 months,6.03,10,MORTGAGE,95000,debt_consolidation,CA,5.05,0,11.8,44,0,23,not verified
5825,36 months,6.62,0,RENT,12000,other,CA,11,0,13.4,6,0,7,not verified
2000,36 months,7.9,2,MORTGAGE,30000,debt_consolidation,MN,10.08,0,20.8,8,0,8,not verified
12500,36 months,7.9,7,MORTGAGE,70000,credit_card,AZ,7.13,0,51.3,19,0,15,not verified
12000,36 months,6.03,0,MORTGAGE,125000,debt_consolidation,WA,6.7,0,65.1,20,0,15,not verified
4600,36 months,6.03,0,RENT,27864,credit_card,NY,9.17,0,16.8,25,0,21,not verified
12000,36 months,6.62,0,MORTGAGE,50000,debt_consolidation,GA,15.77,0,1.8,15,0,15,not verified
1000,36 months,16.29,5,MORTGAGE,45727.2,other,IL,9.03,0,88.5,14,0,6,verified
8000,36 months,6.03,9,OWN,35400,debt_consolidation,FL,9.42,0,38.1,30,0,25,not verified
7500,60 months,12.42,0,OWN,30000,debt_consolidation,NV,10.28,0,45.6,21,0,12,verified
5800,36 months,10.65,1,RENT,27000,credit_card,PA,23.91,0,72.8,12,0,8,not verified
2400,36 months,8.9,3,RENT,40000,major_purchase,PA,13.26,0,2.4,6,0,4,not verified
6000,36 months,6.03,10,MORTGAGE,80000,other,CT,17.1,0,64.7,16,0,26,not verified
24000,60 months,12.69,10,OWN,65000,other,TX,0.65,0,4,17,0,16,verified
3825,36 months,17.27,,RENT,14400,debt_consolidation,MI,12.25,0,83.3,13,1,10,not verified
10200,36 months,12.69,1,RENT,36000,wedding,AR,15.5,0,62.3,5,0,7,not verified
17500,60 months,18.64,3,RENT,65000,debt_consolidation,NC,12.24,1,64.6,31,1,12,verified
9250,36 months,7.9,10,MORTGAGE,49200,debt_consolidation,PA,24.56,0,47.7,23,0,12,verified
21500,36 months,6.62,3,MORTGAGE,137000,debt_consolidation,GA,8.97,0,31.6,46,0,19,verified
4000,36 months,14.27,2,RENT,16800,renewable_energy,MD,14.14,1,74,26,1,13,not verified
35000,60 months,19.03,3,MORTGAGE,85000,debt_consolidation,PA,17.82,0,43.1,24,1,8,verified
3200,36 months,10.65,3,RENT,44568,debt_consolidation,CA,6.19,0,37.6,14,0,12,verified
4350,36 months,6.03,,RENT,30000,credit_card,OH,13.88,0,21.7,13,0,6,verified
5000,36 months,7.9,1,RENT,76000,debt_consolidation,CA,10.12,0,58.6,27,0,10,verified
7475,36 months,7.9,3,OWN,53000,debt_consolidation,FL,14.29,0,60.7,35,1,13,not verified
2800,36 months,7.51,10,MORTGAGE,52800,other,CA,13.75,0,64.2,19,1,17,verified
5300,36 months,7.9,8,RENT,23340,debt_consolidation,TX,9.67,0,37,6,0,10,verified
4000,36 months,8.9,0,RENT,40860,moving,PA,6.11,0,60.2,15,1,5,verified
9000,36 months,6.03,10,MORTGAGE,35352,home_improvement,GA,9.06,0,25.5,18,0,23,not verified
16000,36 months,6.03,7,MORTGAGE,110000,major_purchase,OH,14.86,0,74,42,0,19,verified
25000,60 months,18.25,6,MORTGAGE,80000,debt_consolidation,KS,15.31,0,84.2,38,0,15,verified
15000,36 months,9.91,3,RENT,50000,other,WI,18.7,0,51.3,22,0,16,not verified
20000,60 months,11.71,4,MORTGAGE,65000,credit_card,WA,16.36,0,45.9,29,1,10,verified
2500,36 months,7.51,,MORTGAGE,63554.4,major_purchase,OK,8.82,0,53.4,28,0,13,not verified
25600,36 months,14.65,6,MORTGAGE,60000,debt_consolidation,LA,16.86,0,55.3,22,0,11,verified
12000,36 months,6.62,4,MORTGAGE,82524,debt_consolidation,CA,20.67,0,26.8,28,0,9,verified
35000,36 months,14.27,10,RENT,70000,debt_consolidation,NJ,16.63,0,90,13,1,12,verified
11325,36 months,15.96,3,OWN,40000,debt_consolidation,CA,22.59,0,90.9,13,0,14,verified
2500,36 months,6.62,,RENT,61200,other,AZ,26.12,0,54.9,33,0,28,verified
10625,36 months,7.9,3,RENT,27900,credit_card,OH,21.85,0,58,11,0,9,verified
14400,60 months,18.64,4,RENT,44000,debt_consolidation,CA,12.11,0,72.8,7,1,8,verified
21250,60 months,17.27,7,MORTGAGE,150000,small_business,CA,10.11,0,49.9,44,0,11,verified
35000,60 months,17.58,10,RENT,79000,debt_consolidation,CA,21.95,0,63.7,10,1,19,verified
4000,36 months,17.27,4,RENT,43200,debt_consolidation,MO,10.44,0,96.5,12,1,18,not verified
3000,36 months,12.42,10,RENT,61200,other,CA,5.39,0,0,6,0,10,verified
4800,36 months,12.42,5,RENT,42000,moving,NY,5.31,0,48,11,0,4,not verified
12000,60 months,9.91,10,MORTGAGE,50000,debt_consolidation,VA,3.31,0,18.2,20,0,17,not verified
12000,60 months,17.27,3,RENT,70000,debt_consolidation,PA,9.21,0,41.9,19,1,4,verified
6000,36 months,7.9,4,MORTGAGE,81360,debt_consolidation,FL,14.99,0,19.9,24,0,18,verified
6000,36 months,12.69,1,RENT,44000,debt_consolidation,OH,16.72,0,64.9,18,0,7,not verified
14000,36 months,12.42,2,MORTGAGE,210000,debt_consolidation,NC,9.9,0,32.9,20,0,11,not verified
22125,60 months,13.49,1,MORTGAGE,50000,debt_consolidation,WV,27.43,1,87,23,1,12,verified
24000,60 months,12.69,10,MORTGAGE,85000,debt_consolidation,NY,18.42,0,53.5,28,1,18,verified
12000,36 months,10.65,0,RENT,70000,debt_consolidation,NY,14.45,0,74.6,14,0,14,verified
9450,36 months,6.62,3,RENT,25000,major_purchase,NY,22.61,0,18.6,22,0,14,verified
8000,36 months,6.03,10,MORTGAGE,50000,home_improvement,UT,7.97,0,3,16,0,18,verified
5600,36 months,15.96,10,MORTGAGE,75000,debt_consolidation,CA,13.07,0,23.6,35,0,12,verified
30000,36 months,7.9,9,MORTGAGE,155000,home_improvement,FL,9.86,0,4.8,39,0,12,verified
23200,60 months,20.89,10,MORTGAGE,125000,debt_consolidation,AK,23.37,0,81.6,31,0,11,verified
9300,60 months,14.65,0,RENT,30000,other,CA,14.52,0,22,14,1,6,verified
15000,60 months,14.27,0,OWN,45000,debt_consolidation,CA,18.32,0,23.4,14,0,4,verified
6075,36 months,11.71,0,RENT,23850,credit_card,TX,15.45,0,82.4,12,0,12,verified
4000,36 months,14.27,6,MORTGAGE,50000,credit_card,FL,19.2,1,63.6,43,0,15,not verified
4350,36 months,15.27,1,RENT,90000,credit_card,CA,12.24,0,77.6,9,1,4,not verified
11000,60 months,15.96,2,OWN,55000,small_business,NY,0.55,0,2.6,32,0,9,verified
5750,60 months,8.9,7,MORTGAGE,72000,debt_consolidation,CA,21.82,0,27.9,22,0,17,not verified
10375,60 months,8.9,8,MORTGAGE,50000,debt_consolidation,VA,18.36,0,44.3,25,0,12,not verified
9000,36 months,14.27,5,MORTGAGE,180000,home_improvement,TX,5.61,0,49,30,0,24,verified
10000,60 months,17.27,5,MORTGAGE,46500,debt_consolidation,AZ,14.71,0,75.7,17,0,19,verified
20000,36 months,11.71,0,RENT,43000,credit_card,NY,18.2,0,84.2,18,1,15,verified
10000,36 months,8.9,10,MORTGAGE,60000,debt_consolidation,OR,8.12,1,38.5,28,0,21,verified
10000,36 months,12.69,,MORTGAGE,98000,major_purchase,TX,24.12,2,2.3,37,0,11,verified
12875,36 months,12.42,10,RENT,35000,debt_consolidation,CA,23.14,0,57.3,30,0,27,not verified
4000,36 months,6.03,0,OWN,29120,credit_card,OK,4.53,0,24.1,12,0,11,verified
1000,36 months,11.71,10,RENT,54000,car,CA,15.27,0,60.8,14,0,21,not verified
3500,36 months,13.49,9,RENT,65000,debt_consolidation,FL,22.15,0,83.1,40,0,15,verified
8875,36 months,19.03,4,RENT,38200,home_improvement,FL,24.69,0,39.4,36,0,8,verified
2300,36 months,11.71,7,RENT,62400,debt_consolidation,CA,12.08,0,36.7,8,0,6,verified
6850,36 months,10.65,3,RENT,53000,credit_card,CA,22.42,2,58.7,14,1,10,verified
6000,36 months,7.9,6,MORTGAGE,47500,debt_consolidation,PA,10.69,0,22.3,44,0,11,not verified
12300,36 months,6.62,1,OWN,28000,debt_consolidation,LA,16.51,0,16.1,25,0,10,not verified
14000,60 months,18.64,6,RENT,65000,debt_consolidation,CA,8.46,0,70.5,19,0,13,verified
14000,36 months,16.29,7,OWN,85000,credit_card,TX,16.76,0,71.7,29,0,24,verified
16000,36 months,7.9,3,RENT,125000,debt_consolidation,NY,3.25,0,31.1,12,0,7,verified
6000,36 months,15.27,10,MORTGAGE,35900,small_business,VA,15.38,0,69.1,19,0,12,verified
6300,36 months,11.71,10,MORTGAGE,65000,medical,TX,20.88,0,87.3,11,0,8,verified
6200,36 months,6.03,7,MORTGAGE,62000,credit_card,CA,22.61,0,38.4,41,0,27,not verified
7200,36 months,8.9,0,MORTGAGE,65000,debt_consolidation,TX,14.29,0,62.5,31,0,12,verified
4600,36 months,11.71,0,RENT,33000,debt_consolidation,TX,18.87,1,36.6,19,0,11,verified
10625,36 months,6.03,2,RENT,24000,credit_card,TX,20.8,0,13.1,24,0,16,verified
1800,36 months,11.71,6,MORTGAGE,62000,home_improvement,NY,13.97,0,14.1,46,0,15,not verified
15000,60 months,14.27,10,MORTGAGE,81012,debt_consolidation,MN,5.08,0,48.1,14,0,12,not verified
18550,60 months,19.42,0,MORTGAGE,138000,debt_consolidation,MO,22.03,0,83.4,41,1,20,verified
7000,36 months,6.03,5,RENT,35000,debt_consolidation,CA,21.05,0,8.1,12,0,6,verified
10200,36 months,17.27,0,MORTGAGE,40000,debt_consolidation,LA,15.39,0,73.8,13,0,4,not verified
16000,60 months,12.69,7,RENT,45000,debt_consolidation,CA,6.05,0,33.1,21,0,9,verified
2000,36 months,11.71,0,RENT,21600,debt_consolidation,FL,21.56,0,64,15,1,10,verified
13000,36 months,12.42,0,RENT,50000,debt_consolidation,KS,18.26,0,91.1,32,0,10,verified
8000,36 months,6.03,2,MORTGAGE,55000,debt_consolidation,MI,16.49,0,12,35,0,28,verified
7200,36 months,9.91,2,RENT,38400,credit_card,IL,12.78,0,71.8,14,0,10,not verified
35000,60 months,11.71,10,MORTGAGE,82000,credit_card,NJ,12.23,0,38.7,42,1,16,verified
4400,36 months,6.62,,OWN,49000,credit_card,NJ,8.96,0,31.2,12,0,11,not verified
24000,36 months,8.9,8,MORTGAGE,200000,credit_card,AZ,16.91,0,43.8,48,0,21,verified
31825,60 months,21.67,3,RENT,67000,credit_card,CA,24.29,0,89.2,11,0,9,verified
14000,36 months,14.27,0,MORTGAGE,38400,credit_card,OH,22.78,0,76.6,13,0,11,verified
10000,36 months,13.49,7,MORTGAGE,65000,home_improvement,CT,13.02,0,38.1,30,0,11,not verified
6000,36 months,7.51,10,MORTGAGE,31000,credit_card,NJ,21.52,0,30.5,55,0,29,verified
12000,36 months,9.91,6,MORTGAGE,100000,home_improvement,VA,15.16,0,56.2,29,0,11,verified
8000,36 months,17.58,0,RENT,27996,other,IL,6.04,0,76.3,3,0,6,not verified
8000,36 months,12.42,5,RENT,95000,home_improvement,NY,2.21,0,65,8,0,4,verified
8000,36 months,6.62,6,MORTGAGE,38400,major_purchase,OH,14.63,0,47,17,0,11,verified
35000,60 months,21.67,6,RENT,250000,house,CA,14.25,2,86.6,25,0,28,verified
12000,36 months,11.71,0,RENT,47840,debt_consolidation,FL,24.18,0,68.5,8,0,7,verified
14000,36 months,6.03,10,RENT,60000,home_improvement,VA,9.14,0,9.7,19,0,13,verified
4400,36 months,16.29,9,MORTGAGE,82000,credit_card,NY,22.92,0,99.7,19,0,24,not verified
8000,36 months,7.51,0,MORTGAGE,60000,home_improvement,TX,9.04,0,29.3,10,0,10,not verified
30000,60 months,11.71,6,MORTGAGE,150000,other,OR,12.61,0,30.8,52,0,13,verified
30000,60 months,14.27,10,MORTGAGE,60000,debt_consolidation,WA,0.2,2,6.4,37,0,18,verified
14000,36 months,6.03,3,MORTGAGE,115000,small_business,MD,0.87,0,16.7,16,0,12,not verified
10000,36 months,7.9,10,MORTGAGE,180000,major_purchase,MD,10.39,0,81.1,42,0,30,verified
4900,36 months,11.71,10,RENT,30000,debt_consolidation,NY,23.72,0,65.3,27,0,16,verified
4500,36 months,6.62,10,MORTGAGE,31164,major_purchase,VA,1.54,0,3.2,15,0,22,verified
15000,36 months,7.9,10,MORTGAGE,126000,debt_consolidation,TX,16.36,0,76.3,22,0,25,verified
22800,60 months,22.06,0,MORTGAGE,53000,small_business,CA,23.41,1,98.6,7,0,9,verified
12000,36 months,11.71,2,MORTGAGE,72000,debt_consolidation,CA,8.57,0,65.5,13,1,19,verified
25500,60 months,14.65,6,MORTGAGE,70000,small_business,NJ,17.69,0,26.3,22,1,13,verified
12000,36 months,8.9,,RENT,39600,medical,WA,10.64,0,75,23,0,14,verified
14000,36 months,12.69,4,RENT,75000,other,CA,20.19,0,76.1,40,0,11,verified
35000,60 months,22.06,7,RENT,185000,small_business,CA,13.56,0,98.3,22,1,12,verified
17750,60 months,20.3,6,MORTGAGE,90000,debt_consolidation,GA,13.73,1,30.9,29,1,14,verified
2400,36 months,11.71,0,RENT,24500,other,NY,22.33,0,73.2,13,0,7,verified
14000,36 months,6.03,4,MORTGAGE,92000,credit_card,NC,11.19,0,42.2,36,0,30,verified
8000,36 months,14.27,10,MORTGAGE,97000,credit_card,IL,13.77,0,56.5,40,0,18,not verified
6000,36 months,9.91,5,RENT,31200,major_purchase,FL,8.35,0,31.1,9,0,5,verified
4400,36 months,11.71,5,RENT,37440,other,NC,3.01,0,33.7,6,0,3,not verified
15000,60 months,15.96,4,RENT,45500,debt_consolidation,FL,16.59,0,52.4,18,1,9,verified
2100,36 months,9.91,4,MORTGAGE,50000,major_purchase,TX,14.28,3,17.3,21,0,8,not verified
18550,60 months,17.27,4,MORTGAGE,54000,small_business,DE,17.93,0,62.3,10,1,16,verified
6000,36 months,6.62,2,RENT,37200,other,WA,19.45,0,7.3,11,1,5,not verified
6000,36 months,12.42,7,RENT,21000,other,VT,16.4,0,12.4,8,0,9,verified
6000,36 months,13.49,3,MORTGAGE,50000,debt_consolidation,RI,12.48,0,63,31,0,9,not verified
9500,60 months,19.42,10,RENT,50400,debt_consolidation,CT,16.95,0,54.4,15,0,12,verified
6000,36 months,12.42,3,RENT,55000,debt_consolidation,TX,15.36,0,42.3,34,0,11,verified
4200,36 months,7.9,3,RENT,35000,debt_consolidation,IL,9.43,0,33.3,12,0,7,not verified
20000,36 months,10.65,7,RENT,48000,debt_consolidation,CT,2.35,0,20.5,7,0,9,verified
1000,36 months,14.27,1,RENT,64548,other,DC,14.13,0,69,22,0,8,not verified
18400,36 months,8.9,10,RENT,120000,other,CA,2.1,0,0.8,8,0,22,verified
12400,36 months,6.62,10,RENT,72000,debt_consolidation,VA,26.67,0,48.8,25,0,19,verified
15000,36 months,6.03,10,MORTGAGE,66000,vacation,NJ,8.35,0,9.1,22,0,18,verified
8000,36 months,9.91,10,MORTGAGE,210000,other,NJ,4.53,0,31,14,0,12,verified
2000,36 months,6.62,6,RENT,25000,credit_card,WA,27.22,0,4.6,18,0,16,not verified
10000,36 months,12.69,9,RENT,90000,debt_consolidation,TX,10.75,0,46.1,7,0,4,verified
16750,60 months,14.27,7,RENT,33535,debt_consolidation,NC,22.36,0,77.9,16,0,22,verified
14000,60 months,14.27,1,MORTGAGE,75000,debt_consolidation,TX,5.6,0,35.9,18,0,6,verified
30000,36 months,8.9,9,MORTGAGE,150000,debt_consolidation,TX,15.19,0,26,51,0,23,verified
10000,36 months,7.9,6,RENT,75000,debt_consolidation,CA,9.38,0,25.5,14,0,6,not verified
10375,36 months,11.71,10,MORTGAGE,45975.25,debt_consolidation,TX,19.52,0,77.7,22,0,12,verified
5000,36 months,15.96,1,RENT,56650,debt_consolidation,CA,10.91,0,23.11,20,0,9,verified
9200,36 months,6.03,7,MORTGAGE,100000,debt_consolidation,CO,8.03,0,33.4,29,0,27,not verified
34000,60 months,14.27,0,MORTGAGE,145000,debt_consolidation,TX,4.97,0,21,25,0,8,verified
35000,60 months,12.42,9,RENT,80000,debt_consolidation,MO,21,0,22.7,57,0,14,verified
5000,36 months,9.91,,RENT,38000,debt_consolidation,OH,28.77,0,8.8,26,1,13,verified
6350,60 months,11.71,,OWN,18816,debt_consolidation,GA,23.41,0,29.6,9,1,15,verified
13000,60 months,16.77,10,MORTGAGE,85200,medical,OH,9.37,0,52,37,1,16,not verified
35000,60 months,15.27,10,MORTGAGE,70000,medical,MN,21.45,0,40,40,1,12,verified
14000,60 months,13.49,10,MORTGAGE,72000,debt_consolidation,PA,8.65,0,73.4,16,0,11,verified
25000,60 months,12.69,5,MORTGAGE,184000,debt_consolidation,VA,5.56,0,17.8,19,0,18,verified
3600,36 months,16.29,2,MORTGAGE,49200,major_purchase,LA,14.24,0,38,7,0,7,verified
5500,36 months,10.65,5,MORTGAGE,40000,debt_consolidation,GA,13.5,0,53.5,35,1,8,verified
3600,36 months,7.51,2,RENT,31800,debt_consolidation,NY,29.25,0,28.8,11,0,13,verified
5000,36 months,10.65,4,RENT,37000,debt_consolidation,FL,15.34,0,79.5,13,0,10,verified
12000,36 months,11.71,2,RENT,80000,debt_consolidation,DC,2.13,0,48.5,5,0,7,verified
16000,36 months,14.65,5,MORTGAGE,200000,credit_card,OK,13.34,0,78.7,26,0,14,verified
15000,36 months,6.03,9,MORTGAGE,91000,home_improvement,FL,9.35,0,7.7,42,0,18,verified
10625,36 months,6.62,4,RENT,33000,debt_consolidation,WA,27.38,0,46.3,19,0,7,verified
3600,36 months,9.91,2,MORTGAGE,25000,small_business,OH,10.37,1,31.3,14,0,13,verified
8000,36 months,14.27,5,RENT,31000,other,NV,3.37,0,39.5,12,1,10,verified
8000,36 months,7.51,3,RENT,15500,other,NJ,3.1,0,4,12,0,17,verified
17000,36 months,6.03,7,MORTGAGE,48000,home_improvement,FL,6.72,0,36.1,36,0,20,verified
3500,36 months,9.91,,MORTGAGE,42000,car,FL,23.2,0,23.7,20,0,26,verified
23000,36 months,11.71,3,RENT,56544,debt_consolidation,WA,19.86,0,83.5,25,0,18,verified
15000,36 months,9.91,2,RENT,44000,debt_consolidation,KY,9,0,25.1,21,0,7,not verified
25000,36 months,7.9,2,MORTGAGE,200000,small_business,TX,12.02,0,16.3,30,0,16,verified
16000,36 months,11.71,10,RENT,40000,debt_consolidation,PA,7.8,0,82.1,9,0,11,not verified
6625,36 months,6.62,1,MORTGAGE,64000,credit_card,CA,8.38,0,62.3,17,0,18,verified
3000,36 months,7.9,2,RENT,29102.88,debt_consolidation,CA,18.18,0,47,20,0,10,verified
26375,60 months,19.91,10,MORTGAGE,58300,debt_consolidation,KY,23.22,0,64.8,33,0,12,verified
25000,36 months,8.9,2,RENT,175000,credit_card,WA,6.99,0,41.9,22,0,13,verified
9000,36 months,7.51,4,RENT,80400,debt_consolidation,NJ,7.33,0,33.9,20,0,11,not verified
12600,36 months,11.71,4,OWN,50000,debt_consolidation,PA,23.59,0,92.5,17,0,10,verified
4850,36 months,6.62,0,RENT,40000,debt_consolidation,CA,11.19,0,17.7,13,0,11,verified
5000,36 months,12.69,10,RENT,23400,credit_card,VA,23.28,0,1.2,52,0,17,verified
20000,60 months,12.69,10,RENT,45000,debt_consolidation,CA,22.16,0,26.8,16,0,41,verified
15000,36 months,7.51,10,MORTGAGE,49772.64,debt_consolidation,CA,26.26,0,39.5,25,1,25,verified
10000,36 months,6.03,5,MORTGAGE,30576,credit_card,NC,7.03,0,24.4,15,0,20,not verified
6000,36 months,8.9,2,OWN,45000,home_improvement,NC,13.15,0,22,9,0,12,not verified
15600,36 months,19.42,10,MORTGAGE,148112,home_improvement,NY,6.42,0,90.4,41,1,32,verified
1000,36 months,10.65,0,RENT,33600,small_business,FL,20.18,0,97.3,8,1,7,not verified
27600,60 months,11.71,5,MORTGAGE,48000,small_business,NC,17.45,0,22,24,1,6,verified
15600,36 months,7.9,5,OWN,55000,wedding,FL,20.4,0,23.9,18,0,6,verified
8000,36 months,6.03,10,MORTGAGE,53000,debt_consolidation,TX,3.6,0,37.1,32,0,15,verified
27600,36 months,7.9,2,RENT,69000,credit_card,CA,15.77,0,27.4,46,0,12,verified
8000,36 months,16.29,4,RENT,19200,other,CA,9.5,0,66.3,24,1,7,verified
7200,36 months,10.65,3,RENT,45000,debt_consolidation,OK,14.77,0,55.6,13,0,5,not verified
18000,60 months,10.65,10,MORTGAGE,60000,debt_consolidation,KS,11.12,0,10.6,25,0,16,verified
10000,36 months,7.51,7,RENT,79000,credit_card,NY,2.81,0,54.9,10,0,9,not verified
7800,36 months,16.77,6,RENT,78000,debt_consolidation,CA,8.09,0,95.4,35,0,15,verified
7000,36 months,7.51,1,RENT,45000,debt_consolidation,NY,10.77,0,0,38,0,12,verified
6000,36 months,12.42,1,RENT,75000,vacation,IL,10.98,0,85.2,21,0,8,verified
25000,60 months,18.25,5,RENT,83000,other,WI,8.13,0,25.2,7,0,7,verified
20000,60 months,18.25,9,MORTGAGE,91140,other,MA,13.61,0,85.7,18,0,16,verified
18000,60 months,12.42,10,MORTGAGE,75000,home_improvement,CA,24.02,0,7.6,25,0,21,verified
12000,60 months,14.27,1,RENT,70000,credit_card,IL,16.73,0,10.9,35,0,10,verified
2400,36 months,11.71,2,RENT,12000,credit_card,CA,10.5,0,53.8,8,1,3,verified
35000,60 months,14.27,10,MORTGAGE,60000,debt_consolidation,OH,13.62,0,57.8,20,0,19,verified
30000,36 months,7.9,10,RENT,120000,debt_consolidation,CA,12.05,0,2.2,28,0,23,not verified
14400,36 months,10.65,0,MORTGAGE,75000,small_business,WI,17.01,0,52.4,34,1,12,verified
8675,36 months,7.51,3,MORTGAGE,42000,credit_card,CA,10.11,0,60.5,10,0,13,verified
35000,60 months,22.35,3,MORTGAGE,240000,small_business,AZ,3.9,1,78.6,17,0,7,verified
4200,36 months,11.71,8,RENT,72500,debt_consolidation,IL,15.97,0,89.6,11,0,7,not verified
6500,36 months,7.9,3,RENT,75000,debt_consolidation,TX,24.93,0,88.2,18,0,21,verified
14950,36 months,6.62,3,RENT,165000,debt_consolidation,NY,7.57,0,56.8,12,0,10,verified
24000,60 months,17.58,10,MORTGAGE,110000,debt_consolidation,FL,20.96,0,44.2,33,1,32,verified
4500,36 months,14.27,2,RENT,35000,debt_consolidation,NC,2.23,1,14.2,9,0,15,not verified
6000,36 months,12.42,2,RENT,40000,debt_consolidation,MN,23.1,6,87.7,24,0,9,not verified
12250,60 months,14.27,6,MORTGAGE,55000,debt_consolidation,VA,21.43,0,46.2,15,0,11,verified
35000,60 months,19.03,6,OWN,400000,debt_consolidation,NJ,6.16,1,41.7,58,0,17,verified
7200,36 months,11.71,5,RENT,45000,debt_consolidation,FL,15.63,0,43.6,10,1,9,not verified
3000,36 months,14.65,3,RENT,36000,other,TX,12.7,0,63.4,6,1,7,verified
35000,60 months,21.67,3,MORTGAGE,270000,debt_consolidation,CO,12.9,0,89.5,51,1,13,verified
24000,36 months,7.9,10,RENT,65000,debt_consolidation,NY,15.56,0,43.6,19,0,22,verified
9000,36 months,12.42,3,RENT,65000,debt_consolidation,NC,19.53,0,87.6,23,0,11,not verified
18000,36 months,14.65,4,MORTGAGE,140000,debt_consolidation,NJ,15.79,0,59,31,0,15,verified
15000,36 months,8.9,1,RENT,40000,debt_consolidation,NY,11.76,0,29.4,15,0,8,verified
18000,36 months,9.91,10,MORTGAGE,90000,debt_consolidation,IL,8.84,0,38.7,36,0,13,not verified
5000,36 months,12.69,10,MORTGAGE,72000,other,OH,18.63,0,98.8,19,0,18,not verified
7000,36 months,7.51,3,RENT,50026,debt_consolidation,MN,16.58,0,32.9,15,0,8,not verified
21250,60 months,17.27,0,RENT,40000,debt_consolidation,NJ,21.57,0,48.2,20,0,9,verified
8500,36 months,6.62,6,MORTGAGE,86706,debt_consolidation,IL,1.76,0,0.4,40,0,13,not verified
15000,36 months,6.03,2,MORTGAGE,86000,debt_consolidation,DC,15.45,0,4.1,28,0,10,verified
14800,60 months,12.69,3,MORTGAGE,38000,debt_consolidation,IL,12.28,0,59,34,0,10,not verified
12000,60 months,14.65,7,RENT,63000,debt_consolidation,NY,23.01,0,65.9,29,0,7,verified
6000,36 months,16.29,5,RENT,39564,debt_consolidation,IL,23.78,2,61.5,21,1,10,verified
2400,36 months,11.71,5,RENT,39800,other,GA,14.32,0,89.6,15,0,11,not verified
20000,36 months,11.71,7,RENT,80700,debt_consolidation,CA,13.67,0,73.6,19,0,11,verified
12000,60 months,18.25,6,MORTGAGE,34000,debt_consolidation,PA,12.56,0,45.6,23,1,17,not verified
12000,36 months,13.49,0,RENT,125000,wedding,NJ,13.18,0,69,30,0,11,verified
15000,36 months,12.42,7,RENT,72000,debt_consolidation,NY,7.47,0,57.6,18,0,11,verified
12000,36 months,6.03,8,OWN,48000,debt_consolidation,AL,23.35,0,25.3,20,0,16,not verified
